COD,SUBCOD,CODE1,CODE2,D_NAME,FULLNAME,ABBR,DATA_COZD,DATA_ZAKR
1818,2,0,0,"Научно-испытательная лаборатория строительных конструкций и материалов ""Политех- СКиМ-тест","Научно-испытательная  лаборатория строительных конструкций и материалов ""Политех-СКиМ-тест""",НИЛ СКиМ,2010-12-06T00:00:00,2013-02-01T00:00:00
1819,1669,31,59,Испытательная лаборатория по физико-механическим испытаниям материалов и конструкций,Испытательная лаборатория по физико-механическим испытаниям материалов и конструкций,ИЛ ФМ,2012-04-17T00:00:00,
182,2302,38,14,"Кафедра ""Философия""","Кафедра ""Философия""",Философия,1968-11-20T00:00:00,
1820,1669,31,59,Испытательная лаборатория по тепло-изоляционным испытаниям материалов и конструкций,Испытательная лаборатория по тепло-звукоизоляционным испытаниям материалов и конструкций,ИЛ ТЗИ,2012-04-17T00:00:00,
1821,1669,31,59,Испытательная лаборатория надежности высотных зданий и большепролетных сооружений,Испытательная лаборатория надежности высотных зданий и большепролетных  сооружений,ИЛ НВЗ,2012-04-17T00:00:00,
1822,1669,31,59,Орган сертификации,Орган сертификации,ОС,2012-04-17T00:00:00,
1823,1525,3,5,"Научно-исследовательский центр ""Инновационные технологии двигателестрония""","Научно-исследовательский центр ""Инновационные технологии двигателестроения""",НИЦ,2012-04-19T00:00:00,
1824,28,32,15,"Научно-учебная лаборатория ""Высокие плазменные технологии""","Научно-учебная лаборатория "" Высокие плазменные технологии""",НУЛВПТ,2006-05-26T00:00:00,2015-11-13T00:00:00
1826,310,11,2,Отд.по дополнительному образованию и заочному обучению,Отдел по  дополнительному образованию и заочному обучению,ОДОЗО,2012-07-23T00:00:00,
1827,1826,11,2,Сектор по очн.-заочн.и заочн.формам обуч-ия,Сектор по очно-заочной и заочной формам обучения,СОЗиЗФО,2012-07-23T00:00:00,
1828,1826,11,2,Сектор по ДПО,Сектор по дополнительному профессиональному образованию,СДПО,2012-07-23T00:00:00,
1829,1826,11,2,Сектор по орг-ии приема студ-ов,Сектор по организации приема студентов,СОргПрСт,2012-07-23T00:00:00,2014-12-31T00:00:00
183,528,0,0,ПЛ прикладной физики и радиозлектроники,Проблемная лаборатория прикладной физики и радиозлектроники РФФ,ПЛПФиР,1968-11-20T00:00:00,2013-02-01T00:00:00
1830,1579,9,1,Управление материал.-технического обеспечения,Управление материально-технического обеспечения,УМТО,2012-07-26T00:00:00,
1831,305,9,2,Департамент главного инженера,Департамент главного инженера,ДГИ,2012-08-01T00:00:00,
1832,1831,9,2,Отдел строит-го контроля по инженерным сетям,Отдел строительного контроля по инженерным сетям,ОСКИС,2012-08-01T00:00:00,
1833,1539,3,5,Отделение экспертиз,Отделение экспертиз,Отд эксп,2012-08-27T00:00:00,2016-03-03T00:00:00
